file_name,label,label_name
4094.png,5,Speed limit (80km/h)
4095.png,14,Stop
4096.png,26,Traffic signals
4097.png,34,Turn left ahead
4098.png,38,Keep right
4099.png,32,End of all speed and passing limits
4100.png,1,Speed limit (30km/h)
4101.png,30,Beware of ice/snow
4102.png,12,Priority road
4103.png,19,Dangerous curve to the left
4104.png,12,Priority road
4105.png,26,Traffic signals
4106.png,19,Dangerous curve to the left
4107.png,8,Speed limit (120km/h)
4108.png,36,Go straight or right
4109.png,23,Slippery road
4110.png,9,No passing
4111.png,10,No passing for vehicles over 3.5 metric tons
4112.png,14,Stop
4113.png,3,Speed limit (60km/h)
4114.png,23,Slippery road
4115.png,9,No passing
4116.png,1,Speed limit (30km/h)
4117.png,14,Stop
4118.png,6,End of speed limit (80km/h)
4119.png,3,Speed limit (60km/h)
4120.png,16,Vehicles over 3.5 metric tons prohibited
4121.png,14,Stop
4122.png,30,Beware of ice/snow
4123.png,22,Bumpy road
4124.png,16,Vehicles over 3.5 metric tons prohibited
4125.png,37,Go straight or left
4126.png,6,End of speed limit (80km/h)
4127.png,15,No vehicles
4128.png,12,Priority road
4129.png,30,Beware of ice/snow
4130.png,6,End of speed limit (80km/h)
4131.png,9,No passing
4132.png,3,Speed limit (60km/h)
4133.png,8,Speed limit (120km/h)
4134.png,6,End of speed limit (80km/h)
4135.png,24,Road narrows on the right
4136.png,35,Ahead only
4137.png,37,Go straight or left
4138.png,34,Turn left ahead
4139.png,12,Priority road
4140.png,29,Bicycles crossing
4141.png,3,Speed limit (60km/h)
4142.png,4,Speed limit (70km/h)
4143.png,21,Double curve
4144.png,8,Speed limit (120km/h)
4145.png,31,Wild animals crossing
4146.png,42,End of no passing by vehicles over 3.5 metric tons
4147.png,6,End of speed limit (80km/h)
4148.png,38,Keep right
4149.png,38,Keep right
4150.png,14,Stop
4151.png,17,No entry
4152.png,21,Double curve
4153.png,23,Slippery road
4154.png,25,Road work
4155.png,25,Road work
4156.png,25,Road work
4157.png,10,No passing for vehicles over 3.5 metric tons
4158.png,34,Turn left ahead
4159.png,40,Roundabout mandatory
4160.png,38,Keep right
4161.png,19,Dangerous curve to the left
4162.png,24,Road narrows on the right
4163.png,23,Slippery road
4164.png,30,Beware of ice/snow
4165.png,36,Go straight or right
4166.png,6,End of speed limit (80km/h)
4167.png,7,Speed limit (100km/h)
4168.png,27,Pedestrians
4169.png,19,Dangerous curve to the left
4170.png,39,Keep left
4171.png,20,Dangerous curve to the right
4172.png,10,No passing for vehicles over 3.5 metric tons
4173.png,0,Speed limit (20km/h)
4174.png,37,Go straight or left
4175.png,31,Wild animals crossing
4176.png,31,Wild animals crossing
4177.png,28,Children crossing
4178.png,39,Keep left
4179.png,23,Slippery road
4180.png,29,Bicycles crossing
4181.png,4,Speed limit (70km/h)
4182.png,38,Keep right
4183.png,28,Children crossing
4184.png,2,Speed limit (50km/h)
4185.png,5,Speed limit (80km/h)
4186.png,6,End of speed limit (80km/h)
4187.png,34,Turn left ahead
4188.png,40,Roundabout mandatory
4189.png,25,Road work
4190.png,21,Double curve
4191.png,26,Traffic signals
4192.png,13,Yield
4193.png,9,No passing
4194.png,26,Traffic signals
4195.png,35,Ahead only
4196.png,16,Vehicles over 3.5 metric tons prohibited
4197.png,3,Speed limit (60km/h)
4198.png,20,Dangerous curve to the right
4199.png,19,Dangerous curve to the left
4200.png,24,Road narrows on the right
4201.png,4,Speed limit (70km/h)
4202.png,7,Speed limit (100km/h)
4203.png,21,Double curve
4204.png,0,Speed limit (20km/h)
4205.png,40,Roundabout mandatory
4206.png,9,No passing
4207.png,42,End of no passing by vehicles over 3.5 metric tons
4208.png,25,Road work
4209.png,27,Pedestrians
4210.png,28,Children crossing
4211.png,39,Keep left
4212.png,0,Speed limit (20km/h)
4213.png,33,Turn right ahead
4214.png,19,Dangerous curve to the left
4215.png,15,No vehicles
4216.png,25,Road work
4217.png,27,Pedestrians
4218.png,4,Speed limit (70km/h)
4219.png,32,End of all speed and passing limits
4220.png,16,Vehicles over 3.5 metric tons prohibited
4221.png,16,Vehicles over 3.5 metric tons prohibited
4222.png,25,Road work
4223.png,18,General caution
4224.png,32,End of all speed and passing limits
4225.png,15,No vehicles
4226.png,13,Yield
4227.png,21,Double curve
4228.png,25,Road work
4229.png,11,Right-of-way at the next intersection
4230.png,24,Road narrows on the right
4231.png,12,Priority road
4232.png,32,End of all speed and passing limits
4233.png,34,Turn left ahead
4234.png,18,General caution
4235.png,27,Pedestrians
4236.png,12,Priority road
4237.png,25,Road work
4238.png,16,Vehicles over 3.5 metric tons prohibited
4239.png,17,No entry
4240.png,21,Double curve
4241.png,23,Slippery road
4242.png,15,No vehicles
4243.png,0,Speed limit (20km/h)
4244.png,34,Turn left ahead
4245.png,31,Wild animals crossing
4246.png,29,Bicycles crossing
4247.png,9,No passing
4248.png,22,Bumpy road
4249.png,31,Wild animals crossing
4250.png,6,End of speed limit (80km/h)
4251.png,9,No passing
4252.png,38,Keep right
4253.png,33,Turn right ahead
4254.png,4,Speed limit (70km/h)
4255.png,2,Speed limit (50km/h)
4256.png,19,Dangerous curve to the left
4257.png,8,Speed limit (120km/h)
4258.png,20,Dangerous curve to the right
4259.png,25,Road work
4260.png,3,Speed limit (60km/h)
4261.png,14,Stop
4262.png,26,Traffic signals
4263.png,28,Children crossing
4264.png,9,No passing
4265.png,2,Speed limit (50km/h)
4266.png,22,Bumpy road
4267.png,11,Right-of-way at the next intersection
4268.png,25,Road work
4269.png,22,Bumpy road
4270.png,30,Beware of ice/snow
4271.png,17,No entry
4272.png,37,Go straight or left
4273.png,1,Speed limit (30km/h)
4274.png,17,No entry
4275.png,30,Beware of ice/snow
4276.png,21,Double curve
4277.png,42,End of no passing by vehicles over 3.5 metric tons
4278.png,1,Speed limit (30km/h)
4279.png,14,Stop
4280.png,8,Speed limit (120km/h)
4281.png,28,Children crossing
4282.png,7,Speed limit (100km/h)
4283.png,19,Dangerous curve to the left
4284.png,8,Speed limit (120km/h)
4285.png,16,Vehicles over 3.5 metric tons prohibited
4286.png,6,End of speed limit (80km/h)
4287.png,12,Priority road
4288.png,27,Pedestrians
4289.png,4,Speed limit (70km/h)
4290.png,15,No vehicles
4291.png,36,Go straight or right
4292.png,34,Turn left ahead
4293.png,10,No passing for vehicles over 3.5 metric tons
4294.png,39,Keep left
4295.png,17,No entry
4296.png,27,Pedestrians
4297.png,16,Vehicles over 3.5 metric tons prohibited
4298.png,40,Roundabout mandatory
4299.png,22,Bumpy road
4300.png,26,Traffic signals
4301.png,3,Speed limit (60km/h)
4302.png,42,End of no passing by vehicles over 3.5 metric tons
4303.png,6,End of speed limit (80km/h)
4304.png,27,Pedestrians
4305.png,15,No vehicles
4306.png,31,Wild animals crossing
4307.png,4,Speed limit (70km/h)
4308.png,18,General caution
4309.png,29,Bicycles crossing
4310.png,10,No passing for vehicles over 3.5 metric tons
4311.png,32,End of all speed and passing limits
4312.png,15,No vehicles
4313.png,12,Priority road
4314.png,39,Keep left
4315.png,42,End of no passing by vehicles over 3.5 metric tons
4316.png,17,No entry
4317.png,8,Speed limit (120km/h)
4318.png,29,Bicycles crossing
4319.png,23,Slippery road
4320.png,3,Speed limit (60km/h)
4321.png,30,Beware of ice/snow
4322.png,26,Traffic signals
4323.png,3,Speed limit (60km/h)
4324.png,23,Slippery road
4325.png,40,Roundabout mandatory
4326.png,15,No vehicles
4327.png,39,Keep left
4328.png,17,No entry
4329.png,1,Speed limit (30km/h)
4330.png,18,General caution
4331.png,24,Road narrows on the right
4332.png,16,Vehicles over 3.5 metric tons prohibited
4333.png,23,Slippery road
4334.png,16,Vehicles over 3.5 metric tons prohibited
4335.png,5,Speed limit (80km/h)
4336.png,3,Speed limit (60km/h)
4337.png,8,Speed limit (120km/h)
4338.png,27,Pedestrians
4339.png,14,Stop
4340.png,22,Bumpy road
4341.png,14,Stop
4342.png,36,Go straight or right
4343.png,0,Speed limit (20km/h)
4344.png,23,Slippery road
4345.png,24,Road narrows on the right
4346.png,39,Keep left
4347.png,35,Ahead only
4348.png,39,Keep left
4349.png,33,Turn right ahead
4350.png,20,Dangerous curve to the right
4351.png,31,Wild animals crossing
4352.png,38,Keep right
4353.png,10,No passing for vehicles over 3.5 metric tons
4354.png,24,Road narrows on the right
4355.png,7,Speed limit (100km/h)
4356.png,25,Road work
4357.png,25,Road work
4358.png,10,No passing for vehicles over 3.5 metric tons
4359.png,25,Road work
4360.png,24,Road narrows on the right
4361.png,42,End of no passing by vehicles over 3.5 metric tons
4362.png,29,Bicycles crossing
4363.png,17,No entry
4364.png,8,Speed limit (120km/h)
4365.png,2,Speed limit (50km/h)
4366.png,7,Speed limit (100km/h)
4367.png,39,Keep left
4368.png,1,Speed limit (30km/h)
4369.png,28,Children crossing
4370.png,29,Bicycles crossing
4371.png,0,Speed limit (20km/h)
4372.png,38,Keep right
4373.png,35,Ahead only
4374.png,18,General caution
4375.png,0,Speed limit (20km/h)
4376.png,36,Go straight or right
4377.png,11,Right-of-way at the next intersection
4378.png,37,Go straight or left
4379.png,31,Wild animals crossing
4380.png,34,Turn left ahead
4381.png,38,Keep right
4382.png,30,Beware of ice/snow
4383.png,39,Keep left
4384.png,32,End of all speed and passing limits
4385.png,26,Traffic signals
4386.png,40,Roundabout mandatory
4387.png,1,Speed limit (30km/h)
4388.png,5,Speed limit (80km/h)
4389.png,31,Wild animals crossing
4390.png,3,Speed limit (60km/h)
4391.png,4,Speed limit (70km/h)
4392.png,33,Turn right ahead
4393.png,6,End of speed limit (80km/h)
4394.png,17,No entry
4395.png,24,Road narrows on the right
4396.png,37,Go straight or left
4397.png,19,Dangerous curve to the left
4398.png,37,Go straight or left
4399.png,17,No entry
4400.png,11,Right-of-way at the next intersection
4401.png,28,Children crossing
4402.png,9,No passing
4403.png,25,Road work
4404.png,20,Dangerous curve to the right
4405.png,34,Turn left ahead
4406.png,25,Road work
4407.png,15,No vehicles
4408.png,6,End of speed limit (80km/h)
4409.png,2,Speed limit (50km/h)
4410.png,17,No entry
4411.png,24,Road narrows on the right
4412.png,12,Priority road
4413.png,32,End of all speed and passing limits
4414.png,15,No vehicles
4415.png,31,Wild animals crossing
4416.png,22,Bumpy road
4417.png,7,Speed limit (100km/h)
4418.png,7,Speed limit (100km/h)
4419.png,10,No passing for vehicles over 3.5 metric tons
4420.png,33,Turn right ahead
4421.png,21,Double curve
4422.png,18,General caution
4423.png,7,Speed limit (100km/h)
4424.png,34,Turn left ahead
4425.png,2,Speed limit (50km/h)
4426.png,14,Stop
4427.png,11,Right-of-way at the next intersection
4428.png,38,Keep right
4429.png,30,Beware of ice/snow
4430.png,30,Beware of ice/snow
4431.png,42,End of no passing by vehicles over 3.5 metric tons
4432.png,35,Ahead only
4433.png,35,Ahead only
4434.png,28,Children crossing
4435.png,6,End of speed limit (80km/h)
4436.png,29,Bicycles crossing
4437.png,18,General caution
4438.png,38,Keep right
4439.png,32,End of all speed and passing limits
4440.png,3,Speed limit (60km/h)
4441.png,11,Right-of-way at the next intersection
4442.png,9,No passing
4443.png,42,End of no passing by vehicles over 3.5 metric tons
4444.png,34,Turn left ahead
4445.png,15,No vehicles
4446.png,1,Speed limit (30km/h)
4447.png,31,Wild animals crossing
4448.png,31,Wild animals crossing
4449.png,13,Yield
4450.png,4,Speed limit (70km/h)
4451.png,27,Pedestrians
4452.png,20,Dangerous curve to the right
4453.png,30,Beware of ice/snow
4454.png,8,Speed limit (120km/h)
4455.png,17,No entry
4456.png,27,Pedestrians
4457.png,15,No vehicles
4458.png,2,Speed limit (50km/h)
4459.png,6,End of speed limit (80km/h)
4460.png,27,Pedestrians
4461.png,38,Keep right
4462.png,14,Stop
4463.png,9,No passing
4464.png,26,Traffic signals
4465.png,1,Speed limit (30km/h)
4466.png,32,End of all speed and passing limits
4467.png,9,No passing
4468.png,35,Ahead only
4469.png,42,End of no passing by vehicles over 3.5 metric tons
4470.png,40,Roundabout mandatory
4471.png,10,No passing for vehicles over 3.5 metric tons
4472.png,27,Pedestrians
4473.png,3,Speed limit (60km/h)
4474.png,26,Traffic signals
4475.png,27,Pedestrians
4476.png,14,Stop
4477.png,2,Speed limit (50km/h)
4478.png,9,No passing
4479.png,26,Traffic signals
4480.png,8,Speed limit (120km/h)
4481.png,18,General caution
4482.png,22,Bumpy road
4483.png,30,Beware of ice/snow
4484.png,37,Go straight or left
4485.png,14,Stop
4486.png,15,No vehicles
4487.png,41,End of no passing
4488.png,16,Vehicles over 3.5 metric tons prohibited
4489.png,37,Go straight or left
4490.png,0,Speed limit (20km/h)
4491.png,16,Vehicles over 3.5 metric tons prohibited
4492.png,2,Speed limit (50km/h)
4493.png,8,Speed limit (120km/h)
4494.png,39,Keep left
4495.png,16,Vehicles over 3.5 metric tons prohibited
4496.png,11,Right-of-way at the next intersection
4497.png,40,Roundabout mandatory
4498.png,19,Dangerous curve to the left
4499.png,6,End of speed limit (80km/h)
4500.png,34,Turn left ahead
4501.png,16,Vehicles over 3.5 metric tons prohibited
4502.png,26,Traffic signals
4503.png,42,End of no passing by vehicles over 3.5 metric tons
4504.png,11,Right-of-way at the next intersection
4505.png,0,Speed limit (20km/h)
4506.png,3,Speed limit (60km/h)
4507.png,1,Speed limit (30km/h)
4508.png,6,End of speed limit (80km/h)
4509.png,3,Speed limit (60km/h)
4510.png,23,Slippery road
4511.png,29,Bicycles crossing
4512.png,18,General caution
4513.png,0,Speed limit (20km/h)
4514.png,2,Speed limit (50km/h)
4515.png,38,Keep right
4516.png,25,Road work
4517.png,23,Slippery road
4518.png,20,Dangerous curve to the right
4519.png,19,Dangerous curve to the left
4520.png,5,Speed limit (80km/h)
4521.png,8,Speed limit (120km/h)
4522.png,7,Speed limit (100km/h)
4523.png,4,Speed limit (70km/h)
4524.png,21,Double curve
4525.png,41,End of no passing
4526.png,20,Dangerous curve to the right
4527.png,0,Speed limit (20km/h)
4528.png,28,Children crossing
4529.png,2,Speed limit (50km/h)
4530.png,24,Road narrows on the right
4531.png,13,Yield
4532.png,23,Slippery road
4533.png,38,Keep right
4534.png,14,Stop
4535.png,20,Dangerous curve to the right
4536.png,19,Dangerous curve to the left
4537.png,35,Ahead only
4538.png,27,Pedestrians
4539.png,14,Stop
4540.png,39,Keep left
4541.png,26,Traffic signals
4542.png,19,Dangerous curve to the left
4543.png,25,Road work
4544.png,41,End of no passing
4545.png,37,Go straight or left
4546.png,10,No passing for vehicles over 3.5 metric tons
4547.png,39,Keep left
4548.png,18,General caution
4549.png,41,End of no passing
4550.png,23,Slippery road
4551.png,39,Keep left
4552.png,6,End of speed limit (80km/h)
4553.png,36,Go straight or right
4554.png,14,Stop
4555.png,9,No passing
4556.png,27,Pedestrians
4557.png,6,End of speed limit (80km/h)
4558.png,15,No vehicles
4559.png,3,Speed limit (60km/h)
4560.png,40,Roundabout mandatory
4561.png,34,Turn left ahead
4562.png,2,Speed limit (50km/h)
4563.png,14,Stop
4564.png,21,Double curve
4565.png,8,Speed limit (120km/h)
4566.png,10,No passing for vehicles over 3.5 metric tons
4567.png,9,No passing
4568.png,38,Keep right
4569.png,0,Speed limit (20km/h)
4570.png,22,Bumpy road
4571.png,0,Speed limit (20km/h)
4572.png,42,End of no passing by vehicles over 3.5 metric tons
4573.png,9,No passing
4574.png,28,Children crossing
4575.png,9,No passing
4576.png,22,Bumpy road
4577.png,11,Right-of-way at the next intersection
4578.png,32,End of all speed and passing limits
4579.png,7,Speed limit (100km/h)
4580.png,40,Roundabout mandatory
4581.png,22,Bumpy road
4582.png,34,Turn left ahead
4583.png,40,Roundabout mandatory
4584.png,41,End of no passing
4585.png,42,End of no passing by vehicles over 3.5 metric tons
4586.png,14,Stop
4587.png,33,Turn right ahead
4588.png,31,Wild animals crossing
4589.png,34,Turn left ahead
4590.png,38,Keep right
4591.png,2,Speed limit (50km/h)
4592.png,28,Children crossing
4593.png,29,Bicycles crossing
4594.png,6,End of speed limit (80km/h)
4595.png,35,Ahead only
4596.png,41,End of no passing
4597.png,37,Go straight or left
4598.png,37,Go straight or left
4599.png,24,Road narrows on the right
4600.png,19,Dangerous curve to the left
4601.png,12,Priority road
4602.png,19,Dangerous curve to the left
4603.png,15,No vehicles
4604.png,41,End of no passing
4605.png,15,No vehicles
4606.png,0,Speed limit (20km/h)
4607.png,35,Ahead only
4608.png,23,Slippery road
4609.png,17,No entry
4610.png,12,Priority road
4611.png,34,Turn left ahead
4612.png,3,Speed limit (60km/h)
4613.png,35,Ahead only
4614.png,25,Road work
4615.png,10,No passing for vehicles over 3.5 metric tons
4616.png,20,Dangerous curve to the right
4617.png,37,Go straight or left
4618.png,16,Vehicles over 3.5 metric tons prohibited
4619.png,12,Priority road
4620.png,3,Speed limit (60km/h)
4621.png,30,Beware of ice/snow
4622.png,1,Speed limit (30km/h)
4623.png,35,Ahead only
4624.png,8,Speed limit (120km/h)
4625.png,15,No vehicles
4626.png,18,General caution
4627.png,6,End of speed limit (80km/h)
4628.png,11,Right-of-way at the next intersection
4629.png,28,Children crossing
4630.png,37,Go straight or left
4631.png,9,No passing
4632.png,24,Road narrows on the right
4633.png,40,Roundabout mandatory
